name,description,manufacturer,price,cluster_label,is_outlier
LG 52LG50 52' LCD TV,"LG 52LG50 - 52' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 6ms Response Time",LG Electronics,,44,False
LG 47LG50 47' LCD TV,"LG 47LG50 - 47' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 5ms Response Time",LG Electronics,,44,False
LG 32LG40 32' TV/DVD Combo,"LG 32LG40 - 32' Widescreen 720p LCD HDTV w/ Built-in DVD Player - 12,000:1 Dynamic Contrast Ratio - 8ms Response Time",LG Electronics,,44,False
Mitsubishi Diamond WD-73835 73' Projection TV - WD73835,73' - DLP,Mitsubishi,"$3,299.00",-1,True
LG LG70 Series 52LG70 52' LCD TV,"LG 52LG70 - 52' Widescreen 1080p LCD HDTV - 120Hz - 15,000:1 Dynamic Contrast Ratio - 4ms Response Time",LG Electronics,,44,False
Sony BRAVIA W Series KDL-52W4100 52' LCD TV - KDL52W4100,52' - 16:9 - 1920 x 1080 - HDTV,Sony,"$1,998.72",-1,True
Mitsubishi Diamond WD-65835 65' Projection TV,65' - DLP,Mitsubishi,"$2,399.00",-1,True
Sony STR-DG920 A/V Receiver - STRDG920,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTSFM, AM, XM",Sony,$404.07,-1,True
Denon AVR-1609 A/V Receiver - AVR1609,"Dolby Digital Surround, Dolby Pro Logic IIx, DTS-ES, DTS Neo:6, DTS 96/24FM, AM",Denon,$348.00,-1,True
Denon AVR-1709 A/V Receiver - AVR1709,"Dolby Digital Surround, DTS-ES, DTS Neo:6, DTS 96/24, Dolby Pro Logic IIxFM, AM",Denon,$448.00,19,False
Nikon D700 Digtal SLR Camera - 25444,12.1 Megapixel - 3' Active Matrix TFT Color LCD,Nikon,"$2,699.00",-1,True
Sony DPFD70 Digital Photo Frame,Photo Viewer - 7' LCD,Sony,$107.58,-1,True
Sony DPFV900 Digital Photo Frame - DPF-V900,Photo Viewer - 9' LCD,Sony,$199.95,-1,True
Olympus FE-360 Digital Camera - Pink - 226540,8 Megapixel - 16:9 - 3x Optical Zoom - 4x Digital Zoom - 2.5' Color LCD,Olympus,$104.95,-1,True
Olympus FE-370 Digital Camera - Silver - 226420,"Olympus FE-370 8 Megapixel Digital Camera w/ Dual Image Stabilization, 5x optical zoom, 2.7 LCD, Face Detection, & 19 easy-to-use Shooting Modes - Silver",Olympus,$129.95,-1,True
Sony RDR-GX360 DVD Player/Recorder,"DVD+RW, DVD-R, DVD-RAM, CD-RW - DVD Video, CD-DA, Video CD Playback - 1 Disc(s) - Progressive Scan",Sony,$109.99,32,False
Toshiba 22LV506 22' TV/DVD Combo,"21.9' - LCD - Active Matrix - ATSC, NTSC - 16:9 - 1680 x 1050 - - HDTV - DVD-R, DVD-RW, CD-R, CD-RW - 720p",Toshiba,,28,False
Toshiba XD-E500 Upconversion DVD Player,"DVD-RW, CD-RW - DVD Video, CD-DA, JPEG, WMA, MP3, PCM Playback - Progressive Scan",Toshiba,$81.96,-1,True
Toshiba SD-V296 DVD/VCR Combo,"VHS, DVD-RW, CD-RW - DVD Video, Video CD, WMA, MP3, JPEG, DivX, SQPB Playback - 1 Disc(s) - Progressive Scan - Black",Toshiba,,28,False
Sony Cyber-shot DSC-W170 Digital Camera - Silver - DSCW170,10.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,,5,False
Nikon Coolpix S610 Digital Camera - Midnight Black - 26125,10 Megapixel - 16:9 - 4x Optical Zoom - 4x Digital Zoom - 3' Active Matrix TFT Color LCD,Nikon,,27,False
Canon CL-211 Color Ink Cartridge For PIXMA MP240 and MP480 Printers - 2976B001,"Cyan, Magenta, Yellow",Canon,$19.37,-1,True
Garmin nvi 755T Automobile Navigator - 010-00715-30,4.3' Active Matrix TFT Color LCD,Garmin,$364.99,-1,True
Panasonic Lithium Ion Digital Camera Battery - CGR-S006A/1B,Lithium Ion (Li-Ion) - Photo Battery,Panasonic,$49.99,-1,True
Sony BRAVIA DAV-IS50/B Home Theater System,"DVD Player, 5.1 Speakers - 1 Disc(s) - Progressive Scan - 450W RMS - Dolby Digital EX, Dolby Pro Logic, Dolby Pro Logic II",Sony,,5,False
Canon PowerShot SX110 IS Digital Camera - Silver - 2666B001,"Canon PowerShot SX110 IS 9 Megapixel Digital Camera w/ 10x Optical Zoom, 3' LCD, ISO 1600, Optical Image Stabilizer - Silver",Canon,,5,False
Canon PowerShot A1000 IS Digital Camera - Gray - 3210B001,"Canon PowerShot A1000 IS 10 Megapixel Digital Camera w/ 4x Optical Zoom, 2.5 LCD, Optical Image Stabilizer, & Face Detection - Gray",Canon,,5,False
Canon CLI-221 Black Ink Cartridge - 2946B001,Black,Canon,$11.99,5,False
Canon CLI-221 Gray Ink Cartridge - 2950B001,Gray,Canon,$11.99,5,False
Canon CLI-221 Yellow Ink Cartridge - 2949B001,Yellow,Canon,$11.99,5,False
Nikon D90 Digital SLR Camera with AF-S DX Nikkor 18-105mm f/3.5-5.6G ED VR Lens - 25448,"Nikon D90 12 Megapixel Digital SLR Camera w/ 3' LCD, Live View, 18-105mm Lens, 4.5 fps Burst & In-Camera Image Editing",Nikon,"$1,159.88",-1,True
Sony VAIO JS All-in-One Desktop - VGCJS130J/B,"Sony VAIO VGC-JS130J/B Desktop 20.1-Inch All-in-one PC -2.5 GHz Intel Pentium Dual-Core E5200 Processor, 4 GB RAM, 500 GB Hard Drive, Vista Premium - Black",Sony,"$1,028.53",-1,True
Samsung 9 Series LN55A950 55' LCD TV,"55' - ATSC, NTSC - 181 Channels - 16:9 - 1920 x 1080 - Surround - HDTV - 1080p",Samsung,"$4,049.98",-1,True
Sony VAIO RT All-in-One Desktop - VGCRT150Y,"Sony VAIO RT150Y All In One Desktop Computer 2.66Ghz Intel Core 2 Quad 9400 Processor, 8GB RAM, 1TB Hard Drive, BD-RE Drive, NVIDIA GeForce 9600M GT, 25.5' WUXGA HD Display, Windows Vista Ultimate",Sony,,5,False
Sony VAIO LV All-in-One Desktop - VGCLV150J,"Sony VAIO VGC-LV150J Desktop 24-Inch All-in-One PC - 2.53 GHz Intel Core 2 Duo E7200 Processor, 4 GB RAM, 500 GB Hard Drive, Blu-ray Drive, Windows Vista Home Premium- Silver",Sony,"$1,954.27",-1,True
Sony VAIO AW110J/H Notebook - VGNAW110J/H,"Sony Vaio AW Series AW110JH Notebook 2.26GHz Intel Core 2 Duo P8400, 4GB RAM, 320GB Hard Drive, DVD +/- RW w/ Blu-ray Disc Support, Wireless 802.11a/b/g/n, NVIDIA GeForce 9300M, 18.4' XBRITE-ECO LCD Display, Webcam & Mic, Windows Vista Home Premium",Sony,,5,False
Canon DC310 Digital Camcorder - 2694B001,"Canon DC310 DVD Camcorder w/ 41x Advanced Zoom, Built-in Lens Cover, Image Stabilization, & Canon Exclusive- DIGIC DV II",Canon,$289.95,-1,True
Sony DVP-NC800H/S DVD Player - DVP-NC800HS,"DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, JPEG, MP3, SVCD, Video CD Playback - 5 Disc(s) - Progressive Scan - Silver",Sony,$128.69,-1,True
Sony BRAVIA M Series KDL-19M4000 19' LCD TV - kdl19m4000s,"19' - ATSC, NTSC - 16:9 - 1440 x 900 - Dolby - HDTV - 1080i, 1080p",Sony,$379.72,-1,True
Sony VAIO CS110E/R Notebook - VGNCS110E/R,"Sony VAIO CS Series CS110E/R Notebook Intel Core 2 Duo T5800 2.0GHz, 3GB, 250GB HDD, 14.1' Widescreen, DVD+/-RW DL, Bluetooth, 802.11 a/b/g/n, Microsoft Vista Home Premium (Red)",Sony,$965.00,-1,True
Samsung 9 Series LN46A950 46' LCD TV,"46' - ATSC, NTSC - 181 Channels - 16:9 - 1920 x 1080 - Surround - HDTV - 1080p",Samsung,"$2,699.98",-1,True
Onkyo TX-SR706 A/V Receiver - TXSR706B,"Dolby Digital Plus, Dolby TrueHD, DTS-HD, THX Select 2FM, AM, XM",Onkyo,$595.97,-1,True
Sony VAIO NS190J/S Notebook - VGNNS190J/S,"Sony VAIO NS Series NS190JS Notebook 2GHz Intel Core 2 Duo T5800, 4GB RAM, 250GB Hard Drive, DVD+/-R/RW w/ Blu Ray support, Wireless Link 5100AGN, Intel Graphics Media Accelerator 4500MHD, 15.4' WXGA LCD Display, Windows Vista Home Premium (Silver)",Sony,$949.99,-1,True
Canon PowerShot SX10 IS Digital Camera - 2665B001,"Canon PowerShot SX10 IS 10 Megapixel Digital Camera w/ 20x Optical Zoom, 28mm Wide Lens, 2.5' LCD, Motion Detection, & Red Eye Correction",Canon,$339.88,-1,True
Canon PowerShot SD880 IS Digital Camera - Silver - 3197B001,"Canon PowerShot SD880 IS 10 Megapixel Digital Camera w/ UA Lens, 4x Optical Zoom, 28mm Wide Lens, Optical Image Stabilizer, & PureColor II 3' LCD - Silver",Canon,$246.88,-1,True
Apple iPod Shuffle 1GB Flash MP3 Player - MB811LL/A,1GB Flash Memory - Pink,Apple,$49.00,17,False
Belkin Folio for iPod touch - F8Z373,Leather - Black,Belkin,$19.99,-1,True
Griffin 8245-IP2MGNFI Clarifi Protective case for Smartphone,Polycarbonate - Black,Griffin,$18.99,-1,True
Apple iPod touch 32GB Flash Portable Media Player - MB533LL/A,"Audio Player, Video Player, Photo Viewer - 3.5' Color LCD - 32GB Flash Memory",Apple,$394.99,-1,True
Apple iPod Classic 120GB Hard Drive Portable Media Player - MB562LL/A,"Audio Player, Video Player, Photo Viewer - 2.5' Color LCD - 120GB Hard Drive - Silver",Apple,$219.97,45,False
Apple iPod Classic 120GB Hard Drive Portable Media Player - MB565LL/A,"Audio Player, Video Player, Photo Viewer - 2.5' Color LCD - 120GB Hard Drive - Black",Apple,$219.97,45,False
Apple iPod nano 16GB Flash Portable Media Player - MB913LL/A,"Audio Player, Video Player, Photo Viewer - 2' Color LCD - 16GB Flash Memory - Green",Apple,$178.99,-1,True
Panasonic Lumix DMC-FZ28 Digital Camera - Black,"Panasonic DMC-FZ28K Lumix 10 Megapixel Digital Camera with 27mm LEICA DC VARIO-ELMARIT Lens, 18x Optical Zoom and Intelligent Auto Mode - Black",Panasonic,,5,False
Belkin Switch-to-Mac Cable - F4U001,1 x USB - 1 x USB - 8ft - White,Belkin,$21.80,-1,True
Apple iPod touch 8GB Flash Portable Media Player - MB528LLA,"Audio Player, Video Player, Photo Viewer - 3.5' Color LCD - 8GB Flash Memory",Apple,$229.00,-1,True
Apple iPod touch 16GB Flash Portable Media Player - MB531LLA,"Audio Player, Video Player, Photo Viewer - 3.5' Color LCD - 16GB Flash Memory",Apple,$309.99,-1,True
Coby Electronics TF-TV1514 15' LCD TV,"15' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1280 x 800 - HDTV",Coby,$149.99,-1,True
Sony DPFD80 Digital Photo Frame,Photo Viewer - 8' LCD,Sony,,5,False
Denon AVR2809CI A/V Receiver,"Dolby Pro Logic IIx, Dolby Digital EX, DTS-ES Discrete, DTS-ES Matrix, DTS Neo:6, Dolby TrueHD, Dolby Digital Plus, Neural SurroundAM, FM",Denon,"$1,198.00",-1,True
Sony VAIO CS180J/Q Notebook - VGNCS180J/Q,"Sony VAIO CS Series VGN-CS180J/Q 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- Black",Sony,"$1,239.97",-1,True
Sony VAIO CS180J/P Notebook - VGNCS180J/P,"Sony VAIO CS Series VGN-CS180J/P 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- Pink",Sony,"$1,199.99",-1,True
Apple MacBook Notebook - MB467LLA,"Intel Core 2 Duo 2.4GHz - 13.3' WXGA - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard",Apple,"$1,549.99",-1,True
Sharp AQUOS BD-HP21U Blu-ray Disc Player,"BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, JPEG, CD-DA, MPEG-2, VC-1, AC3, LPCM Playback - Progressive Scan",Sharp,$218.63,-1,True
Sharp AQUOS BD-HP50U Blu-ray Disc Player,"BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, CD-DA, JPEG, VC-1, MPEG-2, AC3, LPCM Playback - Progressive Scan",Sharp,$266.96,-1,True
Sharp AQUOS LC-42D85U 42' LCD TV,"42' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV - 1080p",Sharp,"$1,076.65",-1,True
Sony ICD-B600 512MB Digital Voice Recorder - ICDB600,512MB Flash Memory - LCD - Portable,Sony,$30.45,-1,True
Sony BRAVIA VPL-HW10 Digital Projector - VPLHW10,1920 x 1080 - 22.05lb,Sony,,5,False
Apple MacBook Pro Notebook - MB471LL/A,"Intel Core 2 Duo 2.53GHz - 15.4' WXGA+ - 4GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard",Apple,"$2,369.00",-1,True
Denon DVD-1800BD Blu-ray Disc Player,"BD-R, DVD-R, CD-R, Secure Digital (SD) - BD Video, DVD Video, WMA, MP3, DivX 6, JPG Playback - Progressive Scan",Denon,$499.00,-1,True
Canon EOS 5D Mark II Digital SLR Camera - 2764B003,21.1 Megapixel - 16:9 - 3' Active Matrix TFT Color LCD,Canon,"$3,699.99",-1,True
Onkyo TX-SR876 A/V Receiver - TXSR876B,"Dolby Digital, Dolby TrueHD, DTS-HD, Dolby Digital EX, Dolby Digital Plus, Dolby Pro Logic II, Dolby TrueHD, DTS, DTS-ES, DTS Neo:6, THX Surround EX, THX Select 2FM, AM",Onkyo,"$1,077.98",-1,True
Onkyo TX-NR906 A/V Receiver - TXNR906B,"THX Ultra 2, Dolby Digital Plus, Dolby TrueHD, DTS-HD, Neural SurroundFM, AM",Onkyo,"$1,497.99",-1,True
Onkyo TX-8255 A/V Receiver,"AM, FM",Onkyo,$159.98,-1,True
Denon DHT-589BA Home Theater System,", A/V Receiver, 5.1 Speakers - Dolby Pro Logic II, DTS",Denon,$448.80,-1,True
LG 42LG30 42' LCD TV,"LG 42LG30 42' LCD HDTV - 12,000:1 Dynamic Contrast Ratio - Invisible Speaker",LG Electronics,,44,False
Apple 8x DVDRW Drive - MB397G/A,(Double-layer) - DVD-RAM/R/RW - 8x 8x 8x (DVD) - 24x 16x 24x (CD) - USB - External,Apple,$95.71,-1,True
Apple MacBook Pro Notebook - MB470LL/A,"Intel Core 2 Duo 2.4GHz - 15.4' WXGA+ - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard",Apple,"$1,849.00",-1,True
Apple iPod nano Armband - MB769G/A,Grey,Apple,$29.00,-1,True
Sony DPFD100 Digital Photo Frame,Photo Viewer - 10' LCD,Sony,$249.12,-1,True
Sony XDR-S10HDiP Clock Radio with iPod Dock - XDRS10HDIP,LCD,Sony,$149.95,-1,True
Sony BRAVIA XBR Series KDL-46XBR6 46' LCD TV - KDL46XBR6,"46' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 480i, 480p, 720p, 1080i, 1080p",Sony,"$1,977.72",-1,True
Sony BRAVIA XBR Series KDL-52XBR6 52' LCD TV - KDL52XBR6,"52' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 480i, 480p, 720p, 1080i, 1080p",Sony,"$2,573.72",-1,True
Sony VAIO LV140J Desktop - VGC-LV140J,"Intel Core 2 Duo E7200 2.53GHz - 4GB DDR2 SDRAM - 320GB - DVD-Writer (DVD-RAM/R/RW) - Gigabit Ethernet, Bluetooth, Wi-Fi - 24' Active Matrix TFT Color LCD - Windows Vista Home Premium x64 - All-in-One",Sony,"$1,599.99",-1,True
Sony VAIO FW378J/B Notebook - VGNFW378J/B,"Intel Centrino 2 Core 2 Duo P8600 2.4GHz - 16.4' - 4GB DDR2 SDRAM - 320GB HDD - BD-Reader/DVD-Writer (BD-ROM/DVD-RAM/R/RW) - Wi-Fi, Gigabit Ethernet, Bluetooth - Windows Vista Home Premium x64 - Black",Sony,,5,False
