restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address,cluster_label,is_outlier
Burger Palace,Japanese,BTM Layout,3.1,700,Yes,Yes,2461,9711070953,24 Koramangala Bangalore,544,False
Coffee Corner,Continental,Electronic City,3.5,1500,No,No,1571,1371719392,77 Whitefield Bangalore,540,False
Steak House,French,Koramangala,3.1,700,No,No,4306,6799466529,78 MG Road Bangalore,-1,True
Fried Chicken Co,Korean,Electronic City,3.3,500,No,Yes,713,3989417912,83 JP Nagar Bangalore,-1,True
Spice Garden,Fast Food,BTM Layout,3.2,500,No,Yes,1016,5618572636,2 Electronic City Bangalore,-1,True
Italian Bistro,Italian,Whitefield,4.7,300,No,No,599,3021895495,46 Electronic City Bangalore,-1,True
Italian Bistro,Indian,Brigade Road,4.9,2000,Yes,Yes,1123,3908718770,26 BTM Layout Bangalore,-1,True
Thai Paradise,Chinese,BTM Layout,3.9,2000,No,No,4892,1273045417,31 JP Nagar Bangalore,-1,True
Spice Garden,Mexican,Electronic City,4.3,2000,Yes,No,2186,3774196142,31 Indiranagar Bangalore,-1,True
Coffee Corner,Japanese,JP Nagar,4.4,2000,Yes,No,942,2003848955,20 JP Nagar Bangalore,-1,True
Mexican Fiesta,Indian,MG Road,3.8,300,Yes,Yes,2818,2363133979,27 Indiranagar Bangalore,470,False
Bakery Sweet,Indian,MG Road,3.7,1500,Yes,No,1298,9723641371,62 Koramangala Bangalore,-1,True
Italian Bistro,Continental,MG Road,4.4,2000,Yes,No,2483,6149912233,19 Electronic City Bangalore,-1,True
Ice Cream Parlor,American,JP Nagar,3.8,1000,No,Yes,1240,1360575762,28 Koramangala Bangalore,-1,True
Golden Dragon,Fast Food,HSR Layout,4.2,500,Yes,No,1787,6429621600,56 Koramangala Bangalore,-1,True
Fried Chicken Co,American,Brigade Road,4.0,300,Yes,No,703,4107087062,46 Whitefield Bangalore,-1,True
Pizza Express,Mexican,BTM Layout,4.0,700,Yes,Yes,386,5910467461,14 Koramangala Bangalore,-1,True
Vegan Heaven,Mexican,Electronic City,4.7,2000,No,No,4735,90247618,70 JP Nagar Bangalore,-1,True
Sushi House,French,HSR Layout,4.4,300,No,Yes,484,5731713147,76 Marathahalli Bangalore,-1,True
BBQ Junction,Mexican,Electronic City,4.9,700,No,Yes,1321,9211524152,7 JP Nagar Bangalore,-1,True
Golden Dragon,Indian,MG Road,4.6,300,No,No,4632,6734421247,80 Electronic City Bangalore,-1,True
Golden Dragon,French,Electronic City,3.3,700,Yes,No,1881,3476997311,19 MG Road Bangalore,-1,True
Mexican Fiesta,Korean,JP Nagar,4.5,300,Yes,No,1550,8104885381,58 Brigade Road Bangalore,-1,True
Vegan Heaven,Continental,Whitefield,4.3,300,Yes,No,2206,3501108003,35 Brigade Road Bangalore,-1,True
Fried Chicken Co,Thai,Electronic City,4.3,2000,Yes,No,1817,877698697,31 JP Nagar Bangalore,-1,True
Pizza Express,Thai,HSR Layout,4.0,1500,Yes,Yes,4688,521000233,38 Marathahalli Bangalore,-1,True
Burger Palace,Continental,BTM Layout,3.1,1000,No,Yes,854,5143523046,72 Koramangala Bangalore,-1,True
Taco Bell,Thai,Brigade Road,4.9,500,Yes,No,2042,5265070992,46 Marathahalli Bangalore,-1,True
Steak House,Chinese,MG Road,4.7,1000,No,No,4828,5281806715,74 JP Nagar Bangalore,-1,True
Mexican Fiesta,Chinese,Koramangala,4.0,1500,Yes,Yes,3230,6109285458,81 BTM Layout Bangalore,-1,True
Seafood Shack,Mexican,BTM Layout,3.3,2000,No,No,2361,6015175810,55 Electronic City Bangalore,-1,True
Taco Bell,Thai,Whitefield,4.6,700,No,No,4435,3975269077,38 Whitefield Bangalore,469,False
Italian Bistro,Italian,Indiranagar,3.9,1000,No,No,4290,2026164072,94 Marathahalli Bangalore,-1,True
Vegan Heaven,American,Electronic City,3.8,500,Yes,Yes,578,251153313,20 Marathahalli Bangalore,-1,True
Sushi House,Fast Food,Electronic City,4.3,2000,No,Yes,2435,1591377521,37 HSR Layout Bangalore,-1,True
Curry House,Italian,Brigade Road,4.5,500,Yes,Yes,1638,8890848160,27 Indiranagar Bangalore,-1,True
Noodle Bar,Thai,Brigade Road,3.1,700,Yes,Yes,4032,776767145,28 HSR Layout Bangalore,-1,True
Mexican Fiesta,Thai,MG Road,4.5,500,No,No,1694,7036745777,2 Brigade Road Bangalore,-1,True
Pizza Express,American,Koramangala,4.5,1500,No,No,1642,2276191720,56 JP Nagar Bangalore,536,False
Mediterranean Delight,Thai,Koramangala,4.2,1000,No,No,3781,1765267968,24 Marathahalli Bangalore,-1,True
Sushi House,Japanese,JP Nagar,3.7,500,No,Yes,3658,8519079087,59 Whitefield Bangalore,80,False
Steak House,Indian,MG Road,3.3,1000,Yes,No,127,7994658481,31 Whitefield Bangalore,-1,True
Seafood Shack,French,MG Road,3.2,300,Yes,Yes,4244,121064132,2 Whitefield Bangalore,-1,True
Spice Garden,American,Whitefield,3.0,1000,Yes,No,2743,5298629310,92 Marathahalli Bangalore,-1,True
Seafood Shack,Thai,Marathahalli,3.4,700,No,Yes,1388,1153334864,37 Whitefield Bangalore,-1,True
Sushi House,Chinese,Whitefield,3.8,1500,No,No,3344,686247649,61 JP Nagar Bangalore,-1,True
Italian Bistro,Chinese,Electronic City,3.5,2000,No,No,3073,8936521468,32 MG Road Bangalore,-1,True
Bakery Sweet,Indian,Indiranagar,3.6,500,No,No,2870,103873955,71 BTM Layout Bangalore,-1,True
Steak House,Chinese,MG Road,3.8,2000,Yes,No,4924,2075465748,63 Brigade Road Bangalore,-1,True
Noodle Bar,French,Koramangala,3.6,1500,Yes,No,3975,9846145328,10 MG Road Bangalore,667,False
Seafood Shack,Mediterranean,Brigade Road,4.4,1000,Yes,No,2137,5882935920,51 Whitefield Bangalore,-1,True
Coffee Corner,Continental,Indiranagar,4.0,500,No,No,4621,9220483142,4 HSR Layout Bangalore,-1,True
Golden Dragon,Mediterranean,Koramangala,3.0,1500,No,No,1187,3633005225,83 BTM Layout Bangalore,-1,True
Mexican Fiesta,Mediterranean,Koramangala,3.5,700,No,No,728,3102453415,77 Electronic City Bangalore,-1,True
Mexican Fiesta,Indian,Indiranagar,4.4,300,No,Yes,4983,8734984667,95 Koramangala Bangalore,-1,True
Curry House,Indian,Brigade Road,3.6,300,No,Yes,4677,6176641050,36 Brigade Road Bangalore,-1,True
Coffee Corner,Fast Food,Marathahalli,4.8,700,Yes,Yes,279,6895509713,95 BTM Layout Bangalore,-1,True
Mediterranean Delight,French,JP Nagar,4.4,2000,No,Yes,2878,6114938638,87 HSR Layout Bangalore,-1,True
Mediterranean Delight,American,MG Road,3.6,300,Yes,Yes,2173,1879414181,31 Indiranagar Bangalore,-1,True
Spice Garden,Mexican,Whitefield,4.0,700,No,Yes,2362,6817606530,62 JP Nagar Bangalore,-1,True
Thai Paradise,Mediterranean,Electronic City,4.3,1000,Yes,No,3382,9084194285,16 Whitefield Bangalore,-1,True
Mexican Fiesta,Chinese,Whitefield,3.4,2000,No,No,1442,3930931111,56 Koramangala Bangalore,-1,True
Mediterranean Delight,Italian,Koramangala,3.5,2000,No,Yes,3785,221432427,86 BTM Layout Bangalore,200,False
Ice Cream Parlor,Mexican,MG Road,4.0,700,Yes,Yes,2074,1418049328,9 Koramangala Bangalore,-1,True
Bakery Sweet,French,Brigade Road,4.8,300,No,No,4227,695039020,85 BTM Layout Bangalore,-1,True
Mediterranean Delight,American,Brigade Road,3.7,1000,No,No,1710,1045121606,50 Brigade Road Bangalore,-1,True
Curry House,Fast Food,Brigade Road,3.8,2000,No,No,279,4860151307,1 BTM Layout Bangalore,-1,True
Fried Chicken Co,Chinese,Electronic City,3.4,700,Yes,No,2743,8878325204,46 Marathahalli Bangalore,-1,True
Seafood Shack,Thai,Electronic City,4.2,700,No,Yes,1671,9384108165,79 BTM Layout Bangalore,-1,True
BBQ Junction,American,MG Road,4.5,2000,No,Yes,1628,4175739582,7 Electronic City Bangalore,-1,True
Steak House,Mediterranean,Marathahalli,3.9,2000,No,No,3837,8503416389,46 Electronic City Bangalore,-1,True
Vegan Heaven,Mediterranean,Koramangala,4.5,1000,No,Yes,330,3845896383,27 MG Road Bangalore,-1,True
Seafood Shack,Thai,Brigade Road,3.6,2000,No,Yes,2565,4879556037,97 MG Road Bangalore,-1,True
Burger Palace,French,Brigade Road,4.4,500,Yes,No,4675,9961649590,18 Brigade Road Bangalore,83,False
Bakery Sweet,Korean,Brigade Road,3.5,300,Yes,No,2505,796091016,70 Whitefield Bangalore,-1,True
Noodle Bar,American,Electronic City,4.6,2000,Yes,No,4368,9968886765,24 MG Road Bangalore,-1,True
Sushi House,Thai,Marathahalli,4.7,500,Yes,No,818,9324432316,26 BTM Layout Bangalore,-1,True
Thai Paradise,French,Whitefield,4.6,1000,No,Yes,3136,7900464612,8 Brigade Road Bangalore,100,False
BBQ Junction,French,Marathahalli,3.4,1000,No,No,595,3436441007,40 Indiranagar Bangalore,403,False
Mediterranean Delight,Fast Food,Electronic City,4.4,1500,Yes,No,3301,817178756,71 BTM Layout Bangalore,0,False
Seafood Shack,Indian,Whitefield,4.1,1500,Yes,Yes,4296,3329847232,34 Brigade Road Bangalore,-1,True
Mexican Fiesta,American,Indiranagar,5.0,1000,Yes,No,4912,8098709939,94 MG Road Bangalore,-1,True
Seafood Shack,Chinese,MG Road,3.7,1500,Yes,No,63,191427194,59 MG Road Bangalore,-1,True
Mexican Fiesta,Korean,Indiranagar,4.5,700,Yes,Yes,1451,5940659396,85 Marathahalli Bangalore,24,False
Curry House,Japanese,MG Road,3.7,500,No,No,2304,9698055578,76 Koramangala Bangalore,-1,True
Spice Garden,Italian,Brigade Road,3.8,1000,Yes,No,2716,3504185976,15 MG Road Bangalore,-1,True
BBQ Junction,American,Indiranagar,3.2,700,No,Yes,2832,5729069413,84 JP Nagar Bangalore,-1,True
Noodle Bar,Mexican,Electronic City,3.5,300,No,No,4925,9911469500,98 Indiranagar Bangalore,-1,True
Ice Cream Parlor,French,Koramangala,3.3,300,Yes,No,1148,9020934042,12 Marathahalli Bangalore,-1,True
Taco Bell,Indian,Whitefield,3.3,1500,No,Yes,3254,340151177,6 MG Road Bangalore,25,False
Coffee Corner,Thai,HSR Layout,3.0,1500,No,Yes,480,9321717048,41 Whitefield Bangalore,-1,True
Mediterranean Delight,Mediterranean,BTM Layout,4.6,700,No,No,844,5607500589,99 Marathahalli Bangalore,-1,True
Sushi House,Thai,Koramangala,3.9,300,No,No,4016,8292077267,28 Koramangala Bangalore,-1,True
Vegan Heaven,Thai,Indiranagar,4.6,2000,Yes,No,3557,5236625478,25 Marathahalli Bangalore,-1,True
Thai Paradise,Korean,Whitefield,4.2,1000,No,No,257,370439176,5 Whitefield Bangalore,-1,True
Vegan Heaven,American,Indiranagar,4.7,2000,No,Yes,2201,4676676177,24 Indiranagar Bangalore,-1,True
Burger Palace,Thai,Indiranagar,4.0,500,Yes,Yes,2561,6872292979,29 Marathahalli Bangalore,-1,True
BBQ Junction,Korean,JP Nagar,3.2,1500,Yes,Yes,4615,7651332185,29 Electronic City Bangalore,-1,True
Curry House,Japanese,HSR Layout,4.2,700,Yes,No,629,8274094125,12 Brigade Road Bangalore,401,False
Golden Dragon,Chinese,JP Nagar,4.4,2000,No,Yes,4395,9010949119,8 Koramangala Bangalore,-1,True
BBQ Junction,Japanese,JP Nagar,4.3,1500,Yes,No,4748,4963390013,51 Koramangala Bangalore,-1,True
Spice Garden,American,Marathahalli,4.6,700,No,No,2880,2705574062,47 JP Nagar Bangalore,377,False
Vegan Heaven,Mediterranean,Electronic City,4.5,300,Yes,Yes,4548,2810381982,46 BTM Layout Bangalore,-1,True
Vegan Heaven,Japanese,Electronic City,3.9,1500,No,Yes,2816,7705728304,2 Koramangala Bangalore,-1,True
Bakery Sweet,Korean,JP Nagar,4.6,2000,Yes,Yes,3038,1856655072,48 BTM Layout Bangalore,-1,True
Italian Bistro,Korean,Brigade Road,4.4,700,Yes,No,4155,9202341509,50 Whitefield Bangalore,-1,True
Mexican Fiesta,Italian,Marathahalli,3.2,700,No,Yes,1683,382354634,31 Electronic City Bangalore,-1,True
Mexican Fiesta,French,Indiranagar,4.1,2000,Yes,No,4144,6516459310,66 Brigade Road Bangalore,-1,True
Golden Dragon,Mexican,HSR Layout,4.5,1500,Yes,Yes,1570,888789013,49 Indiranagar Bangalore,-1,True
Fried Chicken Co,Mexican,JP Nagar,4.1,500,No,No,3531,7737103827,81 HSR Layout Bangalore,-1,True
Golden Dragon,American,HSR Layout,4.9,1000,Yes,Yes,3398,2945463338,85 Marathahalli Bangalore,-1,True
Pizza Express,Continental,MG Road,3.2,300,Yes,No,145,962987856,41 Indiranagar Bangalore,-1,True
Sushi House,French,Marathahalli,4.4,2000,No,No,3934,6780418391,12 Indiranagar Bangalore,-1,True
Bakery Sweet,Italian,HSR Layout,4.6,2000,No,Yes,3560,9694768476,3 Koramangala Bangalore,-1,True
Thai Paradise,Indian,Indiranagar,4.4,1500,Yes,No,1581,4812397590,67 HSR Layout Bangalore,-1,True
Seafood Shack,Fast Food,MG Road,3.8,1500,Yes,Yes,4925,2095316829,25 HSR Layout Bangalore,644,False
Bakery Sweet,Thai,Brigade Road,3.8,500,No,No,664,8095053245,24 MG Road Bangalore,-1,True
Spice Garden,Japanese,Indiranagar,4.2,300,No,Yes,4987,2118329864,40 Brigade Road Bangalore,-1,True
Spice Garden,French,BTM Layout,3.8,1500,Yes,Yes,3536,5768491314,31 JP Nagar Bangalore,-1,True
Taco Bell,Thai,Electronic City,4.8,500,No,No,4276,2917744439,3 BTM Layout Bangalore,-1,True
Spice Garden,Indian,Koramangala,3.2,2000,Yes,Yes,2195,2600783534,10 HSR Layout Bangalore,-1,True
Bakery Sweet,Mediterranean,Whitefield,4.3,1000,Yes,No,1109,2206140588,92 HSR Layout Bangalore,21,False
Noodle Bar,Italian,Koramangala,3.3,700,No,No,3067,6491027919,64 Whitefield Bangalore,-1,True
BBQ Junction,Thai,Brigade Road,4.1,1000,No,Yes,1822,4829770335,97 Brigade Road Bangalore,577,False
Steak House,Fast Food,Electronic City,4.4,1000,No,Yes,2044,8472296648,22 Marathahalli Bangalore,-1,True
Italian Bistro,Italian,HSR Layout,3.3,1000,No,No,1716,4578017364,17 JP Nagar Bangalore,-1,True
Curry House,Italian,Marathahalli,4.4,1000,Yes,No,2791,3839543693,41 BTM Layout Bangalore,521,False
Coffee Corner,French,Indiranagar,3.3,700,No,No,4173,5299484961,52 Koramangala Bangalore,670,False
Pizza Express,Korean,Electronic City,4.2,2000,Yes,No,2766,718943171,4 BTM Layout Bangalore,-1,True
Noodle Bar,Chinese,Electronic City,4.0,300,Yes,No,571,9828388432,52 Electronic City Bangalore,-1,True
Noodle Bar,American,JP Nagar,3.6,300,Yes,Yes,972,9357298532,18 Indiranagar Bangalore,-1,True
Spice Garden,Mexican,Whitefield,3.2,2000,Yes,Yes,4080,4766647783,86 Marathahalli Bangalore,-1,True
Vegan Heaven,Italian,Indiranagar,4.5,500,Yes,No,4254,3568316647,51 MG Road Bangalore,-1,True
Italian Bistro,Fast Food,Electronic City,3.8,500,No,No,4975,8568751136,5 Indiranagar Bangalore,-1,True
Burger Palace,French,JP Nagar,3.2,1500,No,No,2705,3752080724,55 Electronic City Bangalore,-1,True
Seafood Shack,French,MG Road,4.5,1000,Yes,Yes,4803,5583525908,80 Whitefield Bangalore,-1,True
Mediterranean Delight,Thai,Brigade Road,3.5,1000,No,Yes,1254,3978746346,76 Marathahalli Bangalore,-1,True
Seafood Shack,Thai,Brigade Road,4.5,700,No,Yes,4355,2024181450,42 Brigade Road Bangalore,-1,True
Taco Bell,Japanese,Marathahalli,4.1,1000,Yes,No,3170,9138510701,34 MG Road Bangalore,-1,True
Ice Cream Parlor,Italian,Marathahalli,3.4,700,Yes,Yes,1546,1625906242,41 Koramangala Bangalore,-1,True
Steak House,Chinese,Electronic City,3.2,1500,No,Yes,4811,3933849874,69 Koramangala Bangalore,-1,True
Seafood Shack,American,Electronic City,4.2,500,Yes,Yes,4918,8789557293,3 JP Nagar Bangalore,-1,True
Steak House,American,Indiranagar,3.1,500,No,Yes,378,915120844,32 HSR Layout Bangalore,-1,True
Golden Dragon,Continental,Whitefield,3.1,1500,No,No,4041,9841186446,44 MG Road Bangalore,-1,True
Coffee Corner,Mediterranean,Electronic City,4.4,1500,Yes,No,1514,7850217062,60 Electronic City Bangalore,-1,True
Spice Garden,Mediterranean,Brigade Road,4.1,2000,No,Yes,3242,1374882136,65 HSR Layout Bangalore,-1,True
Steak House,Japanese,HSR Layout,3.7,1000,No,Yes,2084,2630399164,2 Indiranagar Bangalore,-1,True
Ice Cream Parlor,Mexican,Electronic City,4.1,500,Yes,No,3640,3203674854,45 Brigade Road Bangalore,331,False
Burger Palace,Mediterranean,JP Nagar,4.2,300,Yes,No,552,5617730577,99 Electronic City Bangalore,606,False
Coffee Corner,Indian,Brigade Road,4.1,1500,No,Yes,538,5417919123,8 Whitefield Bangalore,-1,True
Sushi House,Japanese,Electronic City,4.3,500,Yes,Yes,3887,7936321268,58 Electronic City Bangalore,-1,True
Italian Bistro,American,Koramangala,4.9,500,No,Yes,1476,9487427847,51 HSR Layout Bangalore,-1,True
Noodle Bar,American,Koramangala,3.8,700,Yes,No,1649,4953138025,56 Brigade Road Bangalore,-1,True
Vegan Heaven,Continental,Koramangala,3.6,500,Yes,Yes,1884,6792192253,67 Koramangala Bangalore,-1,True
Coffee Corner,Chinese,Whitefield,3.1,1500,No,No,4810,4019057699,88 Brigade Road Bangalore,-1,True
Fried Chicken Co,French,BTM Layout,3.3,1000,No,Yes,1090,2130793172,24 Electronic City Bangalore,-1,True
Golden Dragon,Indian,JP Nagar,3.2,500,No,Yes,88,9038364492,23 JP Nagar Bangalore,-1,True
Thai Paradise,Mexican,JP Nagar,3.7,300,Yes,No,2762,1417614436,22 HSR Layout Bangalore,133,False
BBQ Junction,Thai,Brigade Road,4.2,1500,No,Yes,2964,1580005639,66 Indiranagar Bangalore,577,False
Vegan Heaven,Japanese,HSR Layout,3.1,1000,Yes,Yes,88,9718552525,13 Brigade Road Bangalore,-1,True
Fried Chicken Co,Mediterranean,Brigade Road,4.5,2000,Yes,Yes,236,4140738166,9 Brigade Road Bangalore,-1,True
Thai Paradise,Korean,Indiranagar,3.8,1000,No,Yes,799,5392725177,23 Marathahalli Bangalore,700,False
Thai Paradise,Continental,MG Road,4.9,1500,No,Yes,2881,4043784720,25 Whitefield Bangalore,-1,True
Italian Bistro,Continental,Koramangala,4.1,2000,Yes,No,2459,3259162094,86 Brigade Road Bangalore,-1,True
Pizza Express,Chinese,HSR Layout,4.5,1000,No,Yes,4607,3290014350,47 Indiranagar Bangalore,-1,True
Thai Paradise,Continental,MG Road,4.7,300,Yes,No,718,9700111529,59 Koramangala Bangalore,-1,True
Taco Bell,American,MG Road,4.8,500,Yes,No,2803,4623694361,98 MG Road Bangalore,-1,True
Spice Garden,Continental,MG Road,4.0,1500,Yes,No,4923,1009892694,84 Indiranagar Bangalore,-1,True
Sushi House,Korean,Whitefield,3.8,500,No,No,2099,716454543,52 Marathahalli Bangalore,-1,True
Seafood Shack,Japanese,Electronic City,4.1,500,Yes,Yes,3596,5416580055,41 MG Road Bangalore,-1,True
Steak House,Italian,MG Road,3.8,1000,Yes,No,4798,3952517588,17 Whitefield Bangalore,-1,True
Golden Dragon,Mexican,Electronic City,3.5,1500,No,No,231,2553857172,40 Koramangala Bangalore,-1,True
BBQ Junction,Italian,Marathahalli,3.6,500,No,No,3291,2183680720,28 JP Nagar Bangalore,-1,True
Thai Paradise,Japanese,Koramangala,3.5,700,No,No,1026,1136484250,41 Whitefield Bangalore,-1,True
Burger Palace,Italian,MG Road,3.5,300,Yes,No,2404,6022510392,79 Whitefield Bangalore,-1,True
Bakery Sweet,Mexican,JP Nagar,3.2,2000,No,No,2973,1644469303,78 Indiranagar Bangalore,-1,True
Fried Chicken Co,Fast Food,Electronic City,3.9,1000,Yes,No,2146,2075961696,73 Indiranagar Bangalore,-1,True
Burger Palace,French,JP Nagar,3.5,1500,Yes,Yes,1495,1919026162,6 MG Road Bangalore,-1,True
Noodle Bar,Japanese,JP Nagar,3.9,1500,Yes,Yes,1358,4028395333,22 JP Nagar Bangalore,-1,True
Spice Garden,Korean,BTM Layout,4.6,1000,No,Yes,429,2556019783,1 MG Road Bangalore,-1,True
Italian Bistro,Italian,MG Road,3.9,500,Yes,No,1905,4793917776,96 Indiranagar Bangalore,-1,True
Seafood Shack,Mexican,Marathahalli,4.9,1000,Yes,Yes,4936,6810993526,89 Marathahalli Bangalore,-1,True
Burger Palace,Mediterranean,HSR Layout,3.3,1500,No,No,4649,8121629615,27 Electronic City Bangalore,-1,True
Seafood Shack,Thai,JP Nagar,4.7,700,Yes,Yes,4929,2835879342,15 Electronic City Bangalore,701,False
Ice Cream Parlor,Mexican,Koramangala,3.5,500,No,Yes,605,2629934998,97 Koramangala Bangalore,686,False
Spice Garden,Chinese,Indiranagar,4.9,2000,No,Yes,4717,5225568259,44 BTM Layout Bangalore,32,False
Sushi House,Thai,JP Nagar,3.5,1000,No,Yes,1272,8905574224,31 Whitefield Bangalore,702,False
Ice Cream Parlor,Mediterranean,Koramangala,4.5,1500,No,No,158,7774241336,69 MG Road Bangalore,703,False
Coffee Corner,Indian,Brigade Road,3.1,2000,Yes,Yes,114,9774872879,60 HSR Layout Bangalore,-1,True
Noodle Bar,Korean,Koramangala,4.3,1500,Yes,No,3250,2117877342,97 JP Nagar Bangalore,-1,True
Bakery Sweet,American,Whitefield,3.4,1500,Yes,Yes,2365,7265507833,44 Whitefield Bangalore,-1,True
Sushi House,Mediterranean,HSR Layout,4.3,700,Yes,Yes,1482,7576731049,41 Electronic City Bangalore,-1,True
Burger Palace,French,Brigade Road,4.3,500,No,No,2184,9876093189,79 Koramangala Bangalore,-1,True
Burger Palace,Thai,BTM Layout,4.8,1000,Yes,No,4112,2841935728,56 Whitefield Bangalore,-1,True
Burger Palace,French,Koramangala,4.3,500,No,No,3977,3962918853,63 Koramangala Bangalore,-1,True
Burger Palace,Thai,Koramangala,3.8,1500,Yes,No,3515,1632911967,29 Whitefield Bangalore,-1,True
Bakery Sweet,Chinese,Electronic City,3.4,700,Yes,No,2547,9372967949,14 Marathahalli Bangalore,-1,True
Fried Chicken Co,Indian,Marathahalli,4.3,2000,No,Yes,3026,5232019692,84 Indiranagar Bangalore,-1,True
Fried Chicken Co,American,HSR Layout,3.2,700,Yes,No,790,400580619,93 Indiranagar Bangalore,-1,True
Seafood Shack,Fast Food,Whitefield,4.7,1500,Yes,No,520,7618611448,7 Indiranagar Bangalore,-1,True
BBQ Junction,Chinese,JP Nagar,3.5,500,No,No,1715,422413331,3 Indiranagar Bangalore,-1,True
Fried Chicken Co,Mediterranean,Whitefield,4.0,2000,Yes,No,3765,2277036014,74 Koramangala Bangalore,-1,True
Golden Dragon,French,BTM Layout,4.2,500,Yes,No,4040,6682910768,53 Koramangala Bangalore,99,False
Burger Palace,Thai,MG Road,3.7,700,Yes,No,4910,1897393340,87 BTM Layout Bangalore,365,False
Pizza Express,Mediterranean,MG Road,4.3,2000,No,Yes,159,4888201649,25 Electronic City Bangalore,-1,True
Thai Paradise,Continental,Whitefield,3.5,300,No,No,3930,1671708838,32 MG Road Bangalore,363,False
Steak House,Mexican,BTM Layout,3.1,700,Yes,No,4439,4073509084,55 HSR Layout Bangalore,-1,True
Thai Paradise,Indian,JP Nagar,4.9,2000,Yes,Yes,2312,6529509942,16 HSR Layout Bangalore,-1,True
Taco Bell,Fast Food,Brigade Road,3.6,700,Yes,Yes,1009,4222246631,76 Marathahalli Bangalore,-1,True
Seafood Shack,Korean,Marathahalli,4.4,1000,No,Yes,1609,7686487343,19 Electronic City Bangalore,-1,True
Ice Cream Parlor,Mexican,Marathahalli,4.0,700,Yes,Yes,1166,9864051489,72 HSR Layout Bangalore,-1,True
BBQ Junction,Fast Food,Whitefield,4.3,300,No,Yes,730,8813864181,42 Indiranagar Bangalore,-1,True
Curry House,French,Marathahalli,3.2,2000,No,Yes,1101,6983876736,2 MG Road Bangalore,-1,True
Taco Bell,Indian,Whitefield,4.0,2000,Yes,No,3823,2417167533,6 Koramangala Bangalore,-1,True
Sushi House,Indian,MG Road,3.8,700,No,Yes,4411,5785293424,26 JP Nagar Bangalore,-1,True
Golden Dragon,Mediterranean,Koramangala,3.9,500,No,No,4430,7360601027,93 JP Nagar Bangalore,-1,True
Bakery Sweet,Mexican,Brigade Road,4.9,1000,No,Yes,2000,7664980353,68 HSR Layout Bangalore,649,False
Seafood Shack,Mediterranean,Marathahalli,3.3,1000,No,Yes,4744,1116418160,42 Electronic City Bangalore,-1,True
Curry House,Mediterranean,Indiranagar,4.5,700,No,Yes,4812,5546971274,50 Electronic City Bangalore,-1,True
Curry House,Continental,MG Road,3.7,1000,Yes,No,1978,5307381785,34 Electronic City Bangalore,-1,True
Spice Garden,Mediterranean,BTM Layout,3.6,1000,No,Yes,2117,7390108457,63 Whitefield Bangalore,-1,True
Italian Bistro,French,Indiranagar,3.5,700,No,Yes,3885,8212501775,91 Koramangala Bangalore,-1,True
Thai Paradise,Thai,Electronic City,3.7,300,No,Yes,1958,7743690672,4 MG Road Bangalore,-1,True
Steak House,Thai,Marathahalli,3.7,2000,No,Yes,1421,7525534455,33 Koramangala Bangalore,656,False
Ice Cream Parlor,French,Whitefield,3.5,700,No,Yes,4195,2100734796,58 MG Road Bangalore,-1,True
Bakery Sweet,American,Marathahalli,4.3,500,Yes,Yes,2164,3625155298,93 Whitefield Bangalore,-1,True
Golden Dragon,Korean,JP Nagar,3.1,1500,Yes,No,3010,4403090647,54 Electronic City Bangalore,-1,True
Ice Cream Parlor,Fast Food,JP Nagar,3.7,300,No,Yes,3220,3893128208,25 Indiranagar Bangalore,569,False
BBQ Junction,Chinese,HSR Layout,3.6,700,Yes,Yes,4806,1172225313,26 Whitefield Bangalore,-1,True
Ice Cream Parlor,Continental,Brigade Road,4.5,300,No,Yes,2042,2693063836,73 Marathahalli Bangalore,-1,True
Sushi House,Korean,JP Nagar,3.3,1500,Yes,Yes,3281,5514308280,91 Marathahalli Bangalore,648,False
Fried Chicken Co,French,Koramangala,4.9,1000,Yes,Yes,4173,6812916750,33 JP Nagar Bangalore,-1,True
Seafood Shack,Italian,Whitefield,3.3,1000,No,No,2563,4020190663,71 Whitefield Bangalore,-1,True
Burger Palace,Chinese,Marathahalli,3.7,1500,No,Yes,1911,1338846628,96 Brigade Road Bangalore,-1,True
Pizza Express,American,Brigade Road,3.4,1000,No,No,1271,2668649190,81 JP Nagar Bangalore,-1,True
Thai Paradise,Japanese,Brigade Road,3.6,300,No,No,2363,5820088528,66 BTM Layout Bangalore,-1,True
Curry House,Chinese,Electronic City,4.5,1000,Yes,Yes,819,4730173043,66 Whitefield Bangalore,-1,True
Pizza Express,Indian,Indiranagar,4.0,1500,No,Yes,3612,9423754939,28 Koramangala Bangalore,-1,True
Italian Bistro,French,HSR Layout,3.3,1500,Yes,Yes,1482,1031811553,99 BTM Layout Bangalore,-1,True
Sushi House,Continental,Marathahalli,3.1,2000,No,No,2007,2347195624,83 Electronic City Bangalore,-1,True
Taco Bell,Japanese,HSR Layout,3.5,1500,No,No,2354,1219072626,23 HSR Layout Bangalore,-1,True
Vegan Heaven,Korean,Brigade Road,4.9,500,Yes,Yes,1409,7580013584,4 Whitefield Bangalore,-1,True
Vegan Heaven,Fast Food,JP Nagar,4.7,300,No,Yes,1306,8418863405,90 BTM Layout Bangalore,471,False
Coffee Corner,Fast Food,MG Road,3.9,1500,No,No,122,8958142610,79 HSR Layout Bangalore,-1,True
