restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address
Taco Bell,Japanese,JP Nagar,3.3,300,Yes,No,4666,5546272231,80 Whitefield Bangalore
Noodle Bar,Thai,Brigade Road,3.1,1000,No,No,1145,3930882300,81 MG Road Bangalore
Fried Chicken Co,Mediterranean,HSR Layout,4.9,1500,No,Yes,852,4475711531,17 BTM Layout Bangalore
Seafood Shack,American,Marathahalli,3.5,2000,No,Yes,624,909925038,70 JP Nagar Bangalore
Golden Dragon,Chinese,HSR Layout,3.2,300,Yes,Yes,794,7219332594,96 Marathahalli Bangalore
Mexican Fiesta,Mediterranean,Indiranagar,3.6,1500,No,Yes,3588,6508892906,9 Koramangala Bangalore
Vegan Heaven,Fast Food,Brigade Road,4.6,1500,No,No,2432,2845720318,72 Electronic City Bangalore
Ice Cream Parlor,Thai,Marathahalli,3.8,1500,Yes,No,2250,7246277851,13 Brigade Road Bangalore
Sushi House,Korean,Indiranagar,3.4,1500,Yes,No,2141,7662554196,66 HSR Layout Bangalore
Ice Cream Parlor,Continental,JP Nagar,3.4,1000,Yes,Yes,547,4341277972,56 JP Nagar Bangalore
Ice Cream Parlor,Continental,Electronic City,4.8,2000,Yes,Yes,3580,8634612281,44 Koramangala Bangalore
Mexican Fiesta,Thai,Indiranagar,3.5,500,No,Yes,605,9776360562,81 Electronic City Bangalore
Ice Cream Parlor,Indian,Indiranagar,4.3,1000,Yes,Yes,2918,1149869346,46 HSR Layout Bangalore
Bakery Sweet,Continental,JP Nagar,4.8,300,No,No,3049,5332085920,77 Electronic City Bangalore
Fried Chicken Co,Thai,Electronic City,4.3,2000,Yes,No,1817,877698697,31 JP Nagar Bangalore
BBQ Junction,Korean,Marathahalli,4.6,700,No,Yes,1634,7303878655,83 HSR Layout Bangalore
Spice Garden,American,BTM Layout,4.9,2000,No,No,459,5819142469,65 Electronic City Bangalore
Taco Bell,Japanese,BTM Layout,4.1,700,Yes,No,460,6524635017,44 HSR Layout Bangalore
Seafood Shack,Korean,Indiranagar,4.9,2000,No,Yes,1873,9897334063,26 Electronic City Bangalore
Burger Palace,Thai,Whitefield,4.8,300,No,No,730,7961067032,57 MG Road Bangalore
Thai Paradise,Thai,Whitefield,3.9,2000,No,Yes,2318,9958775004,18 Indiranagar Bangalore
Golden Dragon,Continental,MG Road,4.6,2000,Yes,Yes,3799,3709039484,48 Marathahalli Bangalore
Curry House,Italian,Marathahalli,4.9,500,No,Yes,4132,5113674908,95 Electronic City Bangalore
Italian Bistro,French,Brigade Road,3.8,700,Yes,No,3697,9651587849,55 Marathahalli Bangalore
Thai Paradise,Korean,Indiranagar,3.8,1000,No,Yes,799,5392725177,23 Marathahalli Bangalore
Thai Paradise,Continental,Electronic City,4.5,2000,No,Yes,1137,5000135282,70 Whitefield Bangalore
Spice Garden,Mexican,Marathahalli,4.3,300,Yes,Yes,3594,4482124662,53 Electronic City Bangalore
Vegan Heaven,Japanese,MG Road,3.7,2000,No,Yes,1266,5719260607,57 Electronic City Bangalore
Golden Dragon,Japanese,MG Road,4.4,300,Yes,Yes,2705,6806173493,32 JP Nagar Bangalore
Thai Paradise,Mediterranean,Brigade Road,4.2,500,No,No,3118,5638394042,19 HSR Layout Bangalore
Mediterranean Delight,Mediterranean,HSR Layout,3.9,2000,No,Yes,901,9033742004,64 JP Nagar Bangalore
Ice Cream Parlor,Thai,BTM Layout,4.8,700,Yes,No,1299,5029269183,58 MG Road Bangalore
Mexican Fiesta,Fast Food,Brigade Road,3.7,500,No,No,4047,7313437948,68 Indiranagar Bangalore
Coffee Corner,Japanese,Koramangala,3.9,2000,Yes,Yes,1229,3707846910,27 Koramangala Bangalore
Golden Dragon,Chinese,HSR Layout,4.6,500,Yes,Yes,1370,5555762328,41 HSR Layout Bangalore
Spice Garden,Chinese,BTM Layout,4.3,1500,Yes,Yes,4579,8858651280,12 MG Road Bangalore
Ice Cream Parlor,Mexican,MG Road,4.9,500,No,No,4915,5386986537,73 Brigade Road Bangalore
Vegan Heaven,Italian,Koramangala,4.9,2000,Yes,Yes,1103,2374477583,26 MG Road Bangalore
Burger Palace,Japanese,MG Road,4.2,2000,No,No,737,2099523794,15 Marathahalli Bangalore
Noodle Bar,Japanese,Marathahalli,4.0,1500,No,No,234,8075061071,45 Electronic City Bangalore
Taco Bell,Mexican,HSR Layout,4.4,1500,No,No,1808,2019968837,60 Electronic City Bangalore
Burger Palace,Italian,Brigade Road,4.6,700,Yes,Yes,1200,6350353594,61 Indiranagar Bangalore
Steak House,American,Whitefield,4.2,300,No,Yes,3945,3313017337,98 Whitefield Bangalore
Seafood Shack,Japanese,Koramangala,3.7,300,Yes,No,852,606737558,77 Marathahalli Bangalore
Noodle Bar,Indian,Marathahalli,4.2,300,Yes,No,3221,926546469,92 JP Nagar Bangalore
Mexican Fiesta,Indian,Indiranagar,4.4,300,No,Yes,4983,8734984667,95 Koramangala Bangalore
Coffee Corner,French,Indiranagar,3.8,1000,Yes,No,1860,4906717909,7 MG Road Bangalore
Coffee Corner,Indian,MG Road,4.6,300,No,No,1573,3617532968,88 MG Road Bangalore
Fried Chicken Co,Italian,Indiranagar,4.1,2000,Yes,Yes,3129,7092430407,69 JP Nagar Bangalore
Vegan Heaven,Korean,HSR Layout,4.1,2000,Yes,Yes,4836,7561297153,90 Electronic City Bangalore
Golden Dragon,Korean,Marathahalli,3.3,2000,Yes,Yes,4188,8853984784,12 HSR Layout Bangalore
Bakery Sweet,Thai,Koramangala,3.2,1000,No,No,674,8684845789,39 JP Nagar Bangalore
Sushi House,Japanese,Koramangala,5.0,1000,No,Yes,4544,9887141036,28 Brigade Road Bangalore
Taco Bell,Italian,MG Road,3.5,2000,No,No,2050,4623425965,21 Indiranagar Bangalore
Mexican Fiesta,Korean,MG Road,4.8,300,No,Yes,2241,6309289578,60 HSR Layout Bangalore
Fried Chicken Co,Thai,Indiranagar,4.3,2000,Yes,Yes,4975,7954481057,81 Whitefield Bangalore
BBQ Junction,French,BTM Layout,4.6,700,No,No,3006,2733400945,94 Brigade Road Bangalore
Taco Bell,Fast Food,JP Nagar,3.0,1000,Yes,Yes,4633,1091291234,10 HSR Layout Bangalore
Fried Chicken Co,Korean,HSR Layout,4.1,1000,Yes,Yes,760,6572670705,16 Brigade Road Bangalore
Taco Bell,French,BTM Layout,3.5,700,Yes,No,2209,6298790869,65 Brigade Road Bangalore
Spice Garden,Mexican,HSR Layout,3.5,500,No,No,582,3682917812,31 JP Nagar Bangalore
Pizza Express,French,Whitefield,3.8,300,No,No,1271,8655788503,80 Marathahalli Bangalore
Ice Cream Parlor,Japanese,Marathahalli,3.6,700,No,Yes,2226,1543987632,97 HSR Layout Bangalore
Bakery Sweet,Korean,JP Nagar,3.7,500,Yes,Yes,3769,2510009905,32 Marathahalli Bangalore
Vegan Heaven,Fast Food,Marathahalli,4.8,500,Yes,Yes,3520,4037801264,36 Electronic City Bangalore
Pizza Express,Mediterranean,Koramangala,4.0,300,No,Yes,3176,7859536408,41 Koramangala Bangalore
Curry House,Chinese,MG Road,4.7,500,No,No,2078,7341129821,1 JP Nagar Bangalore
Pizza Express,Thai,Brigade Road,3.5,300,Yes,Yes,1164,6363974188,54 Indiranagar Bangalore
Thai Paradise,American,Whitefield,3.7,500,Yes,No,119,8999323921,28 HSR Layout Bangalore
Bakery Sweet,American,Whitefield,3.8,1500,No,No,2058,2805614825,51 Electronic City Bangalore
Fried Chicken Co,Italian,Electronic City,4.2,300,No,No,4104,1808099707,92 HSR Layout Bangalore
Coffee Corner,Fast Food,Whitefield,4.7,2000,No,Yes,310,1929124999,14 Indiranagar Bangalore
Bakery Sweet,Japanese,MG Road,4.0,700,Yes,No,271,8932148770,28 Brigade Road Bangalore
Bakery Sweet,Korean,Marathahalli,3.9,1000,No,No,3280,1647416615,26 Marathahalli Bangalore
Taco Bell,Continental,Indiranagar,3.5,1000,Yes,Yes,1914,6769579332,60 MG Road Bangalore
Sushi House,Indian,Whitefield,3.1,700,Yes,No,3647,6589303955,37 BTM Layout Bangalore
Vegan Heaven,Indian,JP Nagar,4.9,700,No,No,4866,6009618981,50 Electronic City Bangalore
Burger Palace,Italian,BTM Layout,4.0,1000,No,No,3688,8616340318,58 Koramangala Bangalore
Burger Palace,Korean,Brigade Road,4.5,1500,Yes,No,3669,135292824,14 Electronic City Bangalore
Italian Bistro,American,Whitefield,3.6,500,No,Yes,3318,6410151577,31 Koramangala Bangalore
Golden Dragon,Thai,Koramangala,4.6,1500,No,Yes,710,9021894578,87 Indiranagar Bangalore
Bakery Sweet,Thai,Brigade Road,3.8,500,No,No,664,8095053245,24 MG Road Bangalore
Sushi House,American,Koramangala,3.6,700,No,No,83,7886316560,91 HSR Layout Bangalore
Coffee Corner,Italian,BTM Layout,4.1,1000,No,Yes,2820,4583908713,73 HSR Layout Bangalore
Noodle Bar,Continental,Whitefield,3.9,1500,No,Yes,1010,1899923942,3 Marathahalli Bangalore
Taco Bell,Italian,BTM Layout,4.5,1500,Yes,Yes,1955,4598224125,54 HSR Layout Bangalore
Pizza Express,American,MG Road,4.8,2000,Yes,No,1109,842741794,24 Marathahalli Bangalore
Italian Bistro,Chinese,Electronic City,3.5,2000,No,No,3073,8936521468,32 MG Road Bangalore
BBQ Junction,Italian,Indiranagar,4.6,500,No,Yes,2411,2740816732,61 Electronic City Bangalore
Steak House,Continental,Whitefield,3.2,300,No,Yes,3381,8361298452,55 Whitefield Bangalore
Mexican Fiesta,Korean,Marathahalli,3.2,1500,No,No,426,1375971295,13 JP Nagar Bangalore
Mexican Fiesta,Thai,Marathahalli,3.1,500,No,Yes,4040,6531081576,36 Koramangala Bangalore
Italian Bistro,Chinese,JP Nagar,4.0,1500,Yes,No,1095,7428359224,37 Indiranagar Bangalore
Noodle Bar,Fast Food,Marathahalli,4.9,1000,No,Yes,2288,8959666356,78 Koramangala Bangalore
Noodle Bar,Fast Food,BTM Layout,4.6,300,Yes,Yes,1366,7811751945,98 Electronic City Bangalore
Italian Bistro,Chinese,MG Road,3.7,300,Yes,No,1359,471747174,10 Marathahalli Bangalore
Steak House,Thai,Electronic City,3.7,2000,No,No,3926,8753285237,86 Brigade Road Bangalore
Noodle Bar,Korean,Koramangala,3.8,2000,No,No,4212,6249340797,4 MG Road Bangalore
Sushi House,Chinese,BTM Layout,3.1,1500,Yes,Yes,2594,8173480015,25 Indiranagar Bangalore
BBQ Junction,Mexican,Electronic City,3.5,2000,Yes,Yes,1113,7749722384,1 MG Road Bangalore
Fried Chicken Co,Chinese,Whitefield,4.6,1500,No,No,1625,7916010949,85 Koramangala Bangalore
Golden Dragon,Chinese,BTM Layout,4.1,1500,Yes,No,330,3339531055,74 Electronic City Bangalore
Italian Bistro,Korean,BTM Layout,4.4,1000,No,No,1357,2921633792,91 MG Road Bangalore
Mexican Fiesta,Italian,Marathahalli,4.6,1500,Yes,No,2532,818760365,72 Electronic City Bangalore
Vegan Heaven,Indian,Marathahalli,3.0,700,No,No,4300,289326638,75 Koramangala Bangalore
Vegan Heaven,Mexican,HSR Layout,3.4,700,No,No,4994,9711529999,57 Koramangala Bangalore
Pizza Express,Mediterranean,MG Road,4.1,1500,No,Yes,4570,2274247990,96 Electronic City Bangalore
Italian Bistro,Fast Food,Electronic City,4.9,700,Yes,No,4808,2284859707,19 Marathahalli Bangalore
Noodle Bar,Fast Food,BTM Layout,3.7,300,No,Yes,3961,3400842196,42 Koramangala Bangalore
Mediterranean Delight,Indian,Whitefield,3.2,1000,Yes,Yes,92,6245168984,88 Koramangala Bangalore
Noodle Bar,Mexican,Whitefield,3.6,2000,Yes,No,4732,6893214051,25 Koramangala Bangalore
Pizza Express,Thai,JP Nagar,4.5,700,Yes,No,1710,3648067796,19 JP Nagar Bangalore
Mexican Fiesta,Italian,Indiranagar,3.8,2000,No,Yes,3826,6621070156,86 Koramangala Bangalore
Fried Chicken Co,Fast Food,Whitefield,4.1,1500,Yes,Yes,4212,2598975386,19 Brigade Road Bangalore
Thai Paradise,Continental,BTM Layout,4.7,2000,Yes,Yes,2820,5315035055,3 Indiranagar Bangalore
Mediterranean Delight,Continental,Marathahalli,3.9,1500,No,No,4227,6257187090,64 Electronic City Bangalore
Bakery Sweet,Chinese,MG Road,4.0,2000,Yes,No,3657,284361590,64 HSR Layout Bangalore
Steak House,Chinese,JP Nagar,4.7,1000,Yes,Yes,545,6902953489,3 Koramangala Bangalore
Pizza Express,French,Brigade Road,4.6,500,No,Yes,4339,4977185208,54 BTM Layout Bangalore
Taco Bell,Thai,Koramangala,4.4,1500,No,Yes,4332,237171278,51 HSR Layout Bangalore
Vegan Heaven,Mediterranean,JP Nagar,4.4,700,Yes,No,196,6247516298,32 Indiranagar Bangalore
Coffee Corner,Fast Food,Indiranagar,4.3,700,No,No,619,3940541409,79 HSR Layout Bangalore
Steak House,French,BTM Layout,4.4,300,No,Yes,3595,2397878900,20 Indiranagar Bangalore
Noodle Bar,Mexican,HSR Layout,3.5,2000,Yes,Yes,1459,3255838377,12 Marathahalli Bangalore
Italian Bistro,Indian,JP Nagar,3.1,300,Yes,No,388,6449141182,26 BTM Layout Bangalore
Golden Dragon,Chinese,Electronic City,4.0,500,No,Yes,2218,3764901205,5 BTM Layout Bangalore
Spice Garden,Mediterranean,HSR Layout,4.7,700,Yes,Yes,4897,9727864491,10 Electronic City Bangalore
Golden Dragon,Italian,Indiranagar,4.5,500,No,Yes,1034,6203343844,79 Marathahalli Bangalore
Taco Bell,Mediterranean,Whitefield,3.9,1500,Yes,No,4094,290551926,38 Koramangala Bangalore
Vegan Heaven,Italian,Indiranagar,4.3,2000,Yes,Yes,2510,8943998401,13 Marathahalli Bangalore
Ice Cream Parlor,Thai,Whitefield,3.5,700,Yes,No,1499,2502894581,19 HSR Layout Bangalore
Taco Bell,Thai,JP Nagar,3.8,2000,No,No,520,6824596630,12 MG Road Bangalore
Pizza Express,French,Brigade Road,3.9,700,Yes,No,1709,1901315787,70 MG Road Bangalore
Bakery Sweet,Indian,MG Road,3.7,1500,Yes,No,1298,9723641371,62 Koramangala Bangalore
Bakery Sweet,Mediterranean,JP Nagar,4.2,300,Yes,Yes,4883,1980225627,76 Indiranagar Bangalore
Curry House,French,MG Road,4.2,300,Yes,Yes,1739,8075359844,80 HSR Layout Bangalore
Ice Cream Parlor,Chinese,JP Nagar,4.8,2000,Yes,No,297,4906569881,81 Electronic City Bangalore
Pizza Express,American,Brigade Road,3.4,1000,No,No,1271,2668649190,81 JP Nagar Bangalore
Burger Palace,Thai,Electronic City,4.0,2000,Yes,Yes,2518,1967137907,23 MG Road Bangalore
Golden Dragon,Mexican,Whitefield,4.6,2000,No,Yes,4296,9103906118,17 Brigade Road Bangalore
Golden Dragon,Continental,Indiranagar,4.8,700,No,Yes,2106,7781096168,61 Koramangala Bangalore
Bakery Sweet,Mexican,Electronic City,3.3,1000,Yes,No,1721,2042732091,46 Brigade Road Bangalore
Fried Chicken Co,Indian,MG Road,4.2,500,Yes,No,4702,2080641391,64 Electronic City Bangalore
Coffee Corner,American,Brigade Road,4.9,700,Yes,No,3341,1434940971,44 JP Nagar Bangalore
BBQ Junction,Mexican,Electronic City,4.9,700,No,Yes,1321,9211524152,7 JP Nagar Bangalore
Sushi House,Mexican,MG Road,4.0,1500,Yes,Yes,3983,9320482000,82 BTM Layout Bangalore
Mediterranean Delight,Thai,MG Road,5.0,300,No,Yes,1485,2912121089,3 JP Nagar Bangalore
Fried Chicken Co,Italian,JP Nagar,5.0,2000,No,Yes,3433,155850627,46 BTM Layout Bangalore
Mexican Fiesta,Italian,Marathahalli,3.2,700,No,Yes,1683,382354634,31 Electronic City Bangalore
Burger Palace,Indian,BTM Layout,4.8,500,Yes,Yes,4089,6744612865,15 Marathahalli Bangalore
Steak House,Japanese,Koramangala,4.5,1500,Yes,No,1908,1367848826,4 Electronic City Bangalore
Mexican Fiesta,Mexican,HSR Layout,3.1,300,No,Yes,3760,9377983477,30 Brigade Road Bangalore
Taco Bell,Thai,MG Road,4.5,2000,Yes,No,466,2648075150,6 Electronic City Bangalore
Coffee Corner,Chinese,JP Nagar,4.9,500,Yes,Yes,1323,3431620082,75 Marathahalli Bangalore
Noodle Bar,Chinese,HSR Layout,4.5,500,No,No,1640,8163165036,92 BTM Layout Bangalore
Burger Palace,American,Electronic City,4.6,500,Yes,No,2252,4065838444,60 Whitefield Bangalore
Mexican Fiesta,Japanese,MG Road,3.9,2000,Yes,Yes,3918,8833640432,26 Indiranagar Bangalore
Ice Cream Parlor,Italian,BTM Layout,3.2,700,No,No,610,9964231240,45 Electronic City Bangalore
Taco Bell,Korean,JP Nagar,3.9,700,Yes,Yes,2980,1735384585,76 BTM Layout Bangalore
Mexican Fiesta,Mediterranean,Marathahalli,4.4,500,Yes,Yes,1857,8981689756,66 Brigade Road Bangalore
Burger Palace,American,BTM Layout,3.3,300,No,No,1221,8036035976,12 Electronic City Bangalore
Seafood Shack,French,HSR Layout,5.0,500,Yes,Yes,3143,6051686719,26 Brigade Road Bangalore
Coffee Corner,Fast Food,MG Road,4.5,2000,Yes,Yes,2563,1487007209,77 MG Road Bangalore
Steak House,Mexican,Marathahalli,3.7,700,Yes,Yes,4129,7288943685,64 Marathahalli Bangalore
Mexican Fiesta,Thai,MG Road,3.3,2000,Yes,No,3458,8102752045,6 Indiranagar Bangalore
Bakery Sweet,American,Whitefield,4.0,1000,No,No,144,6053229706,36 Marathahalli Bangalore
BBQ Junction,Chinese,MG Road,4.7,1500,Yes,No,4766,6545040419,37 MG Road Bangalore
Italian Bistro,Korean,MG Road,4.3,1000,No,No,707,8364736427,49 Indiranagar Bangalore
Sushi House,Indian,MG Road,4.3,2000,No,Yes,4229,1391101230,96 Electronic City Bangalore
Italian Bistro,Thai,Marathahalli,4.2,1000,No,Yes,211,1595288691,44 MG Road Bangalore
Seafood Shack,Chinese,JP Nagar,3.6,300,Yes,Yes,3577,3564066411,69 MG Road Bangalore
Taco Bell,Mediterranean,Koramangala,5.0,700,Yes,No,4218,8130937922,27 HSR Layout Bangalore
Pizza Express,Italian,JP Nagar,3.4,500,No,Yes,1454,7381361011,65 Marathahalli Bangalore
Fried Chicken Co,Thai,JP Nagar,3.1,1500,No,No,4277,2393685976,29 MG Road Bangalore
Vegan Heaven,Continental,MG Road,3.7,1000,No,Yes,733,8751601401,96 Whitefield Bangalore
Taco Bell,French,Brigade Road,3.0,500,Yes,Yes,1849,7666014493,3 Electronic City Bangalore
Burger Palace,Thai,HSR Layout,4.5,500,Yes,Yes,444,7580944751,34 Electronic City Bangalore
Bakery Sweet,Fast Food,Indiranagar,4.0,1500,Yes,Yes,3420,8819231568,58 MG Road Bangalore
Italian Bistro,Indian,Whitefield,4.2,2000,No,Yes,812,4970177867,86 HSR Layout Bangalore
Mexican Fiesta,Mediterranean,Whitefield,4.5,300,No,No,4994,9539116292,3 JP Nagar Bangalore
Curry House,Korean,Electronic City,3.4,1500,Yes,No,3198,5039869936,86 MG Road Bangalore
Curry House,Mediterranean,Brigade Road,3.6,300,No,No,126,1127667492,25 Brigade Road Bangalore
Thai Paradise,Continental,JP Nagar,4.6,2000,No,Yes,2961,59312751,33 Brigade Road Bangalore
Spice Garden,American,Electronic City,3.4,1500,No,Yes,4873,7450293993,64 Indiranagar Bangalore
Sushi House,Thai,Electronic City,3.3,700,No,No,1690,3573125511,81 Electronic City Bangalore
Ice Cream Parlor,Indian,Electronic City,4.9,2000,Yes,Yes,3581,3050929204,91 BTM Layout Bangalore
Noodle Bar,American,Electronic City,3.5,300,Yes,No,4505,8137720606,30 HSR Layout Bangalore
Ice Cream Parlor,Thai,Electronic City,4.2,1500,No,No,2119,9355624439,73 Koramangala Bangalore
Bakery Sweet,Korean,Brigade Road,3.6,2000,No,No,4833,4623021561,21 HSR Layout Bangalore
Thai Paradise,Italian,Marathahalli,3.2,1000,Yes,No,958,5798330813,36 Marathahalli Bangalore
Burger Palace,Continental,Marathahalli,3.0,1000,No,No,4944,6291340274,51 HSR Layout Bangalore
Spice Garden,Continental,Electronic City,3.3,2000,Yes,No,647,3363388481,80 Indiranagar Bangalore
Vegan Heaven,Italian,HSR Layout,3.9,2000,No,Yes,2708,6302771603,70 Brigade Road Bangalore
Thai Paradise,Korean,JP Nagar,3.1,500,Yes,No,752,8321116562,24 MG Road Bangalore
Mediterranean Delight,Mexican,MG Road,4.0,1000,Yes,No,868,3943267195,16 Whitefield Bangalore
Fried Chicken Co,Fast Food,Electronic City,4.1,300,Yes,Yes,1069,3241163376,27 Electronic City Bangalore
BBQ Junction,Italian,Whitefield,4.4,2000,Yes,Yes,820,2395991673,78 Koramangala Bangalore
Italian Bistro,Indian,BTM Layout,3.2,1500,Yes,No,3451,2416848172,28 HSR Layout Bangalore
Burger Palace,Continental,Koramangala,4.6,700,No,Yes,1373,225971562,18 Whitefield Bangalore
BBQ Junction,Continental,Indiranagar,4.2,300,No,Yes,1661,8547423824,27 Whitefield Bangalore
Seafood Shack,American,Koramangala,3.4,2000,Yes,No,824,9797736979,97 Brigade Road Bangalore
Vegan Heaven,Mexican,BTM Layout,3.2,1500,Yes,No,3916,3995033173,29 Whitefield Bangalore
Bakery Sweet,Thai,Brigade Road,3.2,2000,No,No,3674,9004098584,54 JP Nagar Bangalore
Golden Dragon,Japanese,Marathahalli,3.2,700,No,Yes,4864,9350165194,94 Indiranagar Bangalore
Vegan Heaven,French,Brigade Road,3.8,500,Yes,No,3028,6643569845,25 HSR Layout Bangalore
Pizza Express,Mediterranean,MG Road,4.3,2000,No,Yes,159,4888201649,25 Electronic City Bangalore
Pizza Express,French,HSR Layout,4.5,700,No,No,2146,1496158744,31 Indiranagar Bangalore
Italian Bistro,Mediterranean,Marathahalli,4.1,500,Yes,No,4921,3937877419,94 Brigade Road Bangalore
Mediterranean Delight,Fast Food,Koramangala,3.7,500,No,Yes,1194,4083081887,98 Marathahalli Bangalore
Mexican Fiesta,Continental,HSR Layout,3.9,500,No,No,1054,7687754019,16 HSR Layout Bangalore
Spice Garden,Indian,Koramangala,3.2,2000,Yes,Yes,2195,2600783534,10 HSR Layout Bangalore
Steak House,American,HSR Layout,4.2,1500,No,No,2827,3035383971,95 JP Nagar Bangalore
BBQ Junction,French,Whitefield,4.3,300,Yes,No,1607,8775130949,47 HSR Layout Bangalore
Golden Dragon,Fast Food,Indiranagar,4.2,300,No,No,1220,8862092580,49 Whitefield Bangalore
Fried Chicken Co,Mexican,JP Nagar,4.1,1500,Yes,No,1124,7228392459,71 Brigade Road Bangalore
Thai Paradise,Italian,Koramangala,5.0,2000,No,Yes,3650,3363700042,70 BTM Layout Bangalore
Vegan Heaven,Italian,MG Road,3.3,300,Yes,Yes,1909,8615825618,15 MG Road Bangalore
Bakery Sweet,Italian,Marathahalli,3.2,2000,No,Yes,4589,3861333965,76 Whitefield Bangalore
Sushi House,Korean,Koramangala,3.0,500,No,No,4888,7832414191,77 BTM Layout Bangalore
Italian Bistro,Italian,JP Nagar,4.9,1000,Yes,No,2100,2880942863,22 BTM Layout Bangalore
Sushi House,Korean,MG Road,4.1,500,Yes,Yes,3301,7880833804,28 Koramangala Bangalore
Italian Bistro,Mediterranean,Electronic City,4.9,700,Yes,No,4295,3929009798,26 Koramangala Bangalore
Taco Bell,Indian,MG Road,4.0,700,Yes,No,1572,6891285154,18 JP Nagar Bangalore
Sushi House,Indian,Marathahalli,4.5,500,No,Yes,2944,1526847573,67 Koramangala Bangalore
Thai Paradise,Indian,Koramangala,4.2,700,Yes,No,774,3651312958,21 HSR Layout Bangalore
Coffee Corner,Thai,Electronic City,3.7,1500,No,No,1211,8812715862,17 HSR Layout Bangalore
Fried Chicken Co,Indian,MG Road,4.7,300,Yes,No,4819,8637848674,56 Koramangala Bangalore
Mediterranean Delight,Chinese,MG Road,4.6,700,No,Yes,170,8862361216,73 BTM Layout Bangalore
Golden Dragon,Mexican,Electronic City,3.5,1500,No,No,231,2553857172,40 Koramangala Bangalore
Bakery Sweet,Fast Food,JP Nagar,4.3,700,Yes,No,1002,4917245020,3 Indiranagar Bangalore
BBQ Junction,Thai,Brigade Road,3.4,1000,No,Yes,2071,1545729784,91 Koramangala Bangalore
Ice Cream Parlor,French,MG Road,4.6,1000,No,No,4755,2968903253,14 Electronic City Bangalore
Curry House,Fast Food,Marathahalli,3.1,1000,Yes,No,557,6036420854,20 Indiranagar Bangalore
Ice Cream Parlor,Mediterranean,Whitefield,3.4,300,Yes,No,3424,1755951677,95 HSR Layout Bangalore
Bakery Sweet,French,Indiranagar,4.2,700,No,Yes,1531,9425777680,25 BTM Layout Bangalore
Mexican Fiesta,Chinese,Whitefield,4.6,500,No,Yes,4644,9064039093,65 Whitefield Bangalore
Burger Palace,Mediterranean,JP Nagar,4.2,300,Yes,No,552,5617730577,99 Electronic City Bangalore
Spice Garden,Italian,Marathahalli,3.1,300,Yes,Yes,3623,7702405381,77 Marathahalli Bangalore
Sushi House,Mexican,Brigade Road,3.9,1000,Yes,No,2202,9043971674,76 Marathahalli Bangalore
Bakery Sweet,Fast Food,JP Nagar,4.3,500,Yes,No,3803,7125120350,61 Electronic City Bangalore
Fried Chicken Co,Continental,Marathahalli,4.9,1000,Yes,Yes,415,1065455830,36 Brigade Road Bangalore
Golden Dragon,Italian,Indiranagar,3.8,2000,No,Yes,2110,866163383,55 Koramangala Bangalore
Bakery Sweet,Korean,Koramangala,3.1,1500,No,Yes,4657,331900994,33 Whitefield Bangalore
Seafood Shack,Thai,Whitefield,4.1,700,No,Yes,3808,9580369800,4 Electronic City Bangalore
Ice Cream Parlor,Fast Food,Brigade Road,3.3,500,No,Yes,1603,7111679077,37 HSR Layout Bangalore
Vegan Heaven,Indian,BTM Layout,3.1,2000,No,No,3651,3752548917,80 BTM Layout Bangalore
Mediterranean Delight,Thai,Indiranagar,4.6,1500,No,Yes,3558,9800629992,52 Electronic City Bangalore
Vegan Heaven,Korean,Whitefield,3.8,2000,Yes,Yes,1499,1390778305,27 Electronic City Bangalore
Spice Garden,Thai,HSR Layout,4.0,2000,Yes,No,4731,9184815063,78 Brigade Road Bangalore
Curry House,Fast Food,MG Road,3.8,300,No,Yes,3436,3079774913,23 Electronic City Bangalore
Noodle Bar,Indian,Indiranagar,3.6,700,Yes,No,785,9175081387,48 Indiranagar Bangalore
Coffee Corner,Indian,Marathahalli,4.6,1000,No,Yes,192,7810799580,5 Electronic City Bangalore
Steak House,Italian,HSR Layout,4.8,1500,No,No,1200,2096155330,86 Indiranagar Bangalore
Mexican Fiesta,Fast Food,Koramangala,3.3,1500,Yes,No,132,8410425803,69 JP Nagar Bangalore
Coffee Corner,Thai,MG Road,3.1,1500,Yes,No,2762,2373869148,84 MG Road Bangalore
Italian Bistro,Thai,MG Road,4.7,2000,Yes,Yes,308,9055020585,82 BTM Layout Bangalore
Coffee Corner,Italian,Whitefield,3.2,700,No,No,3211,4078371649,52 Electronic City Bangalore
Spice Garden,French,JP Nagar,4.2,1000,No,No,959,2250439787,25 BTM Layout Bangalore
BBQ Junction,Continental,HSR Layout,4.3,300,Yes,Yes,803,8782489376,11 Electronic City Bangalore
Golden Dragon,Indian,JP Nagar,4.5,1500,No,No,4298,7035516252,45 Electronic City Bangalore
Mediterranean Delight,Mexican,Marathahalli,3.0,2000,Yes,Yes,659,5309312996,3 Marathahalli Bangalore
Seafood Shack,Chinese,MG Road,3.5,500,Yes,No,4328,4408517836,78 Indiranagar Bangalore
Steak House,Thai,Brigade Road,3.2,300,Yes,Yes,4757,5381068982,68 Electronic City Bangalore
Taco Bell,Thai,BTM Layout,4.5,500,Yes,No,695,1469366111,61 Koramangala Bangalore
Vegan Heaven,Mexican,Indiranagar,4.7,500,No,Yes,2092,8893127763,91 MG Road Bangalore
